df,dl,dr,v,w
2.035321,2.8492267,2.5414548,0.30086938,-0.39997637
4.0733457,4.4509673,4.380068,0.49260288,-0.045122888
1.299025,1.2950839,1.1540866,0.059220526,-0.17059164
3.2776866,3.8372483,4.3166223,0.49681023,0.5538342
2.382091,2.0837553,1.8457865,0.44956097,-0.3037887
3.0257363,2.659252,0.27384782,0.49795324,-0.7090879
2.5761535,3.3176932,3.3737364,0.5,0.09109512
1.970332,2.181246,2.2158554,0.2709913,0.04868979
0.92251104,1.9286621,0.22930537,0.0019644392,-0.6162598
4.11066,3.9565766,5.0193477,0.49656308,0.70298517
2.6494296,2.9969666,1.9803138,0.5,-0.6464671
0.8301576,1.2391509,0.41832444,0.009517893,-0.7246081
2.7678034,3.184213,3.4540775,0.49013308,0.30086064
0.9462716,1.427961,0.6830012,0.02599373,-0.69441617
0.6110968,0.8072057,0.7432752,0.0013172277,-0.056966513
2.2087522,2.3808777,1.8896484,0.3926874,-0.6089257
2.6170318,1.7687539,2.7977047,0.49911293,0.72101396
3.3510234,3.9770014,4.188221,0.47909638,0.25499666
2.6305983,1.6734116,2.0924978,0.5,0.52598625
3.512883,3.071314,3.7824981,0.5,0.67719424
3.3040724,0.7577498,2.5954456,0.5,0.6837464
0.2,0.8629198,1.4955305,0.01034943,0.68141466
1.6427504,0.7180636,1.4182662,0.13356243,0.75597703
1.1071451,2.0963626,0.8181502,0.048856027,-0.720181
2.9092965,2.403597,3.3153865,0.5,0.6496824
2.682446,2.2219582,2.8823872,0.49884856,0.7062376
3.0128148,2.0786695,0.5719959,0.49290195,-0.742739
3.0956922,0.92187655,2.6101801,0.49540517,0.7011794
0.7315902,0.66891575,1.637291,0.0,0.7540341
2.4321153,3.3526828,0.6125064,0.48110357,-0.7491497
2.8628309,3.6360476,3.0319154,0.5,-0.7238538
3.9281573,1.0006349,4.0039954,0.49969092,0.66635257
0.822925,0.82535267,1.4973909,0.03727099,0.71062696
2.887145,3.5018957,4.1792827,0.490509,0.69222105
0.7126131,1.5975996,0.6156408,0.011217834,-0.72680956
0.8274345,0.703966,1.120575,0.025925372,0.688702
3.197543,3.096766,3.9580777,0.5,0.7057099
3.3224766,3.250694,0.28854817,0.49392086,-0.75564456
1.6822747,1.0310081,1.8290213,0.15121731,0.6768726
0.25083452,0.8206069,0.2,0.0,-0.71744347
2.4518797,2.2968345,3.2961626,0.49878782,0.76290554
2.586152,2.6389558,1.8534377,0.4984621,-0.70168203
2.4235284,3.341555,3.0290167,0.4595134,-0.35912
3.3828876,3.3631325,3.1735322,0.492204,-0.25413585
2.4951136,3.3156474,2.8339524,0.5,-0.57381475
2.288822,1.681641,2.5667458,0.40855327,0.6603285
2.3618388,2.8039749,2.2001765,0.4327342,-0.70500785
2.3926454,2.3712602,2.7351663,0.4487992,0.47210515
1.9747765,1.36389,1.9972938,0.29468474,0.72900635
2.3252242,0.46653122,3.0445662,0.43086776,0.70514107
1.0531629,1.329961,0.8949216,0.031704776,-0.71644306
2.8467326,2.5641637,2.52625,0.499743,-0.051144738
3.3563938,3.700192,3.5855632,0.5,-0.14719
0.9509778,0.8174829,1.1241213,0.02281745,0.5205395
2.309141,1.6747743,3.2518742,0.41802242,0.6763883
2.0160973,2.7509391,2.1216376,0.29098478,-0.68782103
2.7019262,3.0841985,2.9707127,0.48487356,-0.15381859
0.6513706,0.2,0.24044111,0.017268244,0.14834209
2.526282,3.0529413,2.8264005,0.5,-0.24503121
2.7744102,3.013857,2.4050183,0.49972674,-0.6622889
2.863026,2.835398,3.0696547,0.5,0.2934193
2.7871106,2.7447329,2.5102887,0.49434215,-0.28574467
2.4511633,3.3505995,2.982689,0.4912666,-0.4291583
2.0934346,2.4827352,2.2383971,0.32969382,-0.28679365
1.0555938,0.5195865,1.8503752,0.06166742,0.71356744
0.8313144,1.3373232,0.55474406,0.03439714,-0.7128872
2.343853,2.6396205,2.5732343,0.41511855,-0.05722795
1.7593753,1.6090692,2.057031,0.17204905,0.54811686
1.392387,1.6644804,1.5155482,0.07979819,-0.1552494
2.0569181,0.35750386,2.7269638,0.30281937,0.69894934
2.6290755,2.8301017,2.767088,0.4891794,-0.11040111
0.8929388,2.0197752,0.32586014,0.026965138,-0.68328744
2.5921822,3.285405,2.9656293,0.49438134,-0.3573752
0.6415357,0.23343332,1.6913607,0.0,0.62261647
2.850917,2.8030112,2.6708698,0.5,-0.18399477
3.4572783,0.35379386,3.574874,0.5,0.70910573
0.7650247,0.20635575,0.99292463,0.008950736,0.6915943
1.3408493,1.4751681,2.0395687,0.060760524,0.71146166
3.8567786,0.41981623,4.5276966,0.49727714,0.6761429
1.7860696,2.0364397,2.0829418,0.20316592,0.05349341
1.9796433,1.7007189,1.8780768,0.27713144,0.24273013
3.0544474,3.7513928,3.0166788,0.4858496,-0.7361012
2.8786895,2.8000176,3.2722743,0.5,0.5838734
2.6139128,3.20144,2.5474246,0.49135676,-0.6705206
2.2516675,1.7068089,1.7646937,0.39279976,0.051758025
3.392943,3.4217494,3.4773993,0.5,0.11150999
0.6676576,0.2306565,0.651667,0.006496343,0.7167082
1.6977545,2.4102974,1.6563026,0.1479115,-0.724566
3.3528922,3.1767764,3.8054776,0.5,0.7083598
2.755268,2.9223719,2.9602559,0.49135584,-0.009508751
3.2807026,3.6235483,3.3492956,0.5,-0.3694892
2.9032843,2.7790964,2.5865803,0.5,-0.2273971
4.0536833,3.6092956,4.001164,0.5,0.48596907
2.387665,2.6846507,0.50555277,0.45956898,-0.6643048
0.86407685,0.24688374,0.7039086,0.01229035,0.671078
0.7292715,1.6181656,0.53246284,0.0047201193,-0.6533099
2.4702265,2.5413966,2.5984309,0.4909856,0.027480004
1.4081839,0.81605875,1.6569363,0.060886666,0.68287796
0.5414289,0.63406044,0.61814785,0.0,-0.0073758606
2.5983682,3.0007906,0.33309636,0.4978886,-0.6759272
2.5215163,2.2947655,1.0748909,0.5,-0.68349993
2.5585792,1.6918855,3.3962405,0.5,0.69213843
2.0593421,2.1998372,1.8856128,0.31150818,-0.38852125
3.1393673,3.772298,0.5108128,0.5,-0.6799391
2.2821674,2.6023896,2.2635674,0.40202662,-0.39343363
2.7004714,3.110054,3.3499117,0.5,0.27148998
1.1091969,1.7857741,1.4293368,0.050799213,-0.5575808
1.182089,2.1480534,1.0165443,0.041797813,-0.71808016
3.5218534,2.3177176,3.9237254,0.5,0.66769326
2.6593208,2.21912,2.234933,0.5,0.038542457
3.1447906,3.4714937,3.2338097,0.48858088,-0.32453606
2.6905873,0.22730097,1.3984443,0.49865493,0.7231896
1.3502256,0.7992624,1.7538475,0.064837426,0.6523593
0.6382086,0.46238637,0.6696325,0.0,0.41976285
0.8058647,1.866907,0.8323646,0.012709014,-0.71979403
0.83872294,0.8681087,1.6282372,0.00077321066,0.6711149
0.75565237,1.0637658,0.562744,0.0069225505,-0.683301
2.146372,3.2198138,1.9501036,0.35828522,-0.6948925
2.4633036,2.7487602,1.9342961,0.4859653,-0.71409804
1.6650991,2.296891,1.8960972,0.15458408,-0.49699876
2.4523244,2.9984972,2.6125257,0.4811932,-0.4542806
2.5728831,2.6484425,0.7935728,0.49532363,-0.7481878
3.694505,0.3561351,3.928005,0.5,0.7424851
0.7785044,0.76945263,1.1271244,0.013078149,0.67052394
1.9928752,2.2097027,2.4340239,0.2978256,0.2817531
0.80071175,0.4713323,1.1678284,0.0,0.73669386
0.7551769,0.6380065,0.9019546,0.006128554,0.5644009
2.4544597,1.2991343,2.9307663,0.5,0.72312015
2.45621,3.508887,3.0467324,0.48900723,-0.5879151
2.423925,2.5017796,3.129186,0.47127938,0.6795502
3.7526197,3.9690523,5.0713353,0.4918523,0.64151615
2.3454328,2.6232195,2.0065203,0.44055137,-0.7325082
1.0357757,1.9181489,1.5081689,0.03394073,-0.6502127
1.0781236,1.3221165,1.3011137,0.03234359,-0.030323017
3.0994039,3.3060474,3.3980632,0.5,0.124611266
3.3242044,0.7334889,3.8862042,0.5,0.7053747
1.9669863,1.8410531,2.3170412,0.27770448,0.56305385
2.291492,2.8116097,2.003453,0.3969219,-0.67823356
2.894198,3.1705275,2.881519,0.49565598,-0.38093284
2.6286583,3.6549885,3.0948622,0.5,-0.6406099
2.9327981,2.6481814,2.7103505,0.4922127,0.09940818
2.45785,2.0420063,2.1189651,0.46271497,0.08832659
3.681447,4.088953,3.769197,0.5,-0.39162987
2.1944742,0.71957755,1.7100465,0.36085606,0.72126484
4.205634,3.8029509,4.020681,0.5,0.2635425
3.3166785,3.3399653,4.5151687,0.5,0.69083256
3.1015825,3.640421,3.0069714,0.49954027,-0.69077677
1.9997121,1.4946164,2.342774,0.29494306,0.72430027
3.1377525,2.7494988,2.9211597,0.49921393,0.18097189
2.968354,2.7925875,3.4712944,0.5,0.71127665
1.3300464,1.146796,1.4385048,0.06466299,0.37875336
1.7670633,2.3645537,2.343272,0.19230774,-0.025910662
0.86049753,0.7728902,0.51294756,0.03030402,-0.4895061
2.5664315,3.4808455,2.451103,0.5,-0.7087025
0.97365737,0.618771,1.087109,0.044487104,0.7102522
3.2299273,0.8984712,3.40237,0.5,0.73051953
2.1336033,2.2861626,2.3513765,0.34588972,0.07540343
2.3135598,2.5379303,2.1856668,0.4189956,-0.39218488
1.0732436,0.2,0.85893255,0.028079526,0.6939068
0.7058195,0.3599784,0.22373916,0.0,-0.25670138
1.5792232,1.719639,1.4587294,0.11546645,-0.30875954
0.6035809,0.2,0.2101987,0.0018154938,0.012148782
1.6030915,0.28818548,1.135413,0.12143459,0.6940701
2.4185283,1.9321917,2.5004926,0.47622436,0.7037224
3.0451531,3.406392,3.578962,0.5,0.17699334
1.0161372,1.5667263,1.0689188,0.03303698,-0.6757593
2.2140439,1.7474524,3.372313,0.38620812,0.6766957
0.8131371,0.9128969,1.1981672,0.027835527,0.5214679
2.4958425,2.8961616,2.8216522,0.49969524,-0.06048332
3.4484053,4.3149934,3.0371926,0.48098758,-0.72211057
2.50386,3.3918948,3.0276473,0.48101878,-0.434746
0.7648101,0.41690996,1.2440344,0.007790585,0.71076626
3.1193702,3.0990593,2.899733,0.4835475,-0.22902748
2.3375757,2.544662,2.553805,0.4215324,0.03265379
2.4452226,2.7034326,3.3942754,0.4784363,0.6681516
2.7512019,2.8709996,3.1373174,0.4997116,0.33772165
1.7499036,1.2782007,2.3554428,0.16519232,0.72327036
2.6290538,3.559236,2.7126298,0.48811415,-0.6672148
2.9716706,0.61466146,2.2842607,0.4918828,0.64280015
2.8144188,3.4319108,3.1771796,0.5,-0.27775037
2.2364268,2.7269187,0.87787175,0.3915448,-0.7258685
1.5245816,1.4970016,1.8498443,0.09703169,0.4557397
1.9793615,1.4090122,2.22255,0.2897956,0.6747139
0.6123342,1.1259308,0.4477381,0.008486753,-0.6236434
0.8073267,1.4304397,1.1640086,0.009768318,-0.49528462
2.7931702,3.107469,2.6280332,0.5,-0.58244526
2.4215472,3.6464021,2.0679457,0.46639833,-0.7122884
3.2937868,3.2122183,3.9583135,0.47651958,0.6922528
2.7745585,2.8258755,2.5754762,0.49769005,-0.3293965
2.646732,2.9675894,2.7976153,0.5,-0.18408994
2.7514007,0.80652684,2.521242,0.47924304,0.69943833
3.03524,0.59499145,3.9853287,0.49183503,0.6910278
2.7003386,3.4268851,3.1686685,0.5,-0.29741728
1.4077511,1.2704318,1.1381303,0.05908268,-0.18520093
3.2739553,3.1756392,3.4607728,0.49762502,0.33304211
2.67726,3.1224804,2.9382317,0.5,-0.25572422
0.2,0.2,0.43964997,0.005329916,0.45026812
2.3537123,2.4950082,2.2817328,0.4384096,-0.20873654
1.5065161,1.6055071,1.3271058,0.07910187,-0.31314945
0.4984141,1.0047109,1.4860616,0.00907376,0.71006745
2.033113,2.677562,1.7451086,0.30816826,-0.68618166
2.9051216,3.0366273,2.5623934,0.5,-0.55897254
3.3712907,3.6037242,2.666461,0.5,-0.7122949
0.9824622,1.1999345,1.0822517,0.018895138,-0.16267072
2.000505,2.0249975,1.5053712,0.28416458,-0.6586298
2.1464427,2.9084241,3.3933144,0.3644598,0.59067434
3.3893952,3.8453748,2.878558,0.5,-0.6484301
1.8293257,2.6186981,0.61141443,0.22099459,-0.71200454
3.8901443,3.6004474,5.167428,0.48737076,0.7075379
3.7208586,4.577269,4.5090647,0.4944962,-0.0926725
0.86100936,1.1079793,0.4090829,0.0047072447,-0.6765633
2.8165963,3.3244772,3.0413885,0.5,-0.35326537
2.422316,1.6032557,2.7497387,0.4752601,0.67998534
2.8009548,3.8289247,2.5261781,0.5,-0.70981014
3.1181955,3.562389,3.724979,0.49874488,0.16402653
2.169205,3.3739152,1.7134428,0.35930145,-0.71760523
1.8881655,2.6468623,1.270925,0.23118213,-0.7289082
2.5049844,1.6279838,3.1063435,0.49282578,0.70866084
2.1047535,3.1192987,2.5958862,0.3307692,-0.6393642
3.3512576,3.6105373,4.3947306,0.5,0.6853214
2.2176435,2.7391481,2.33934,0.3799038,-0.46481016
2.6686463,3.1574414,0.62457746,0.4976399,-0.7328288
0.5459403,0.55986905,0.38851964,0.0007280985,-0.31624952
0.8840242,0.770669,1.6498072,0.027662314,0.72186446
0.3492801,0.95498776,1.4951643,0.012723085,0.67671764
0.9517948,0.7461439,0.6723724,0.016030502,-0.10921994
1.9969615,2.2058156,1.2664146,0.28761387,-0.67776245
0.7794976,1.6177764,1.0538672,0.01786443,-0.6866395
3.3484037,2.895295,3.6378782,0.49870136,0.6835442
1.5066819,1.5722315,1.5796387,0.10127961,-0.042606343
3.6515315,4.476271,4.3449845,0.5,-0.17470066
2.170382,0.501948,1.8000388,0.33894894,0.74705815
2.9268,2.210801,0.549987,0.5,-0.7125003
2.6978438,1.8136663,2.4672546,0.5,0.7145623
2.5471966,2.5217574,3.6124456,0.48197296,0.69144773
1.2860792,2.2390714,1.8292401,0.05509602,-0.59511316
1.9754021,1.8596535,1.8272036,0.28757322,-0.05068312
2.8929398,2.9400284,0.7258799,0.495831,-0.68469524
2.4333565,2.6427839,2.5396907,0.46493402,-0.14608163
1.7989424,2.5653162,1.330677,0.19417998,-0.69838756
1.9718491,2.5981798,2.936202,0.27186653,0.4063184
1.7678587,1.9388876,1.8327776,0.19028181,-0.11325368
2.2511575,2.786368,4.057702,0.40614134,0.6846226
2.9050522,3.6104054,3.0927114,0.5,-0.63914734
1.0758276,0.4730641,0.3490762,0.045283407,-0.18628077
0.8185165,0.8918666,1.0918639,0.010110567,0.35893708
2.5236537,2.0729635,2.8811538,0.5,0.72575706
2.3862758,2.2514255,2.417281,0.46225864,0.22135118
0.99495864,1.5234913,0.581657,0.0285507,-0.7021916
3.4756444,3.0190892,4.465191,0.4899062,0.7480798
1.7310499,3.1774523,1.6777835,0.17439476,-0.74357414
3.6036446,4.1067533,4.5041027,0.4938119,0.4631299
3.1287677,3.0275364,4.4092517,0.49737152,0.72275907
2.6247873,2.6965053,2.452306,0.48116097,-0.3573048
3.3774908,2.8573728,3.0620184,0.5,0.25051355
2.4135318,1.8593514,2.3359964,0.46778116,0.549886
2.7420716,2.7290843,0.95966434,0.47485065,-0.6426886
2.27007,3.0901408,2.6329236,0.40229863,-0.5633752
3.1875281,2.6560218,3.9544156,0.5,0.70243365
0.6213763,1.3891411,0.31009632,0.0,-0.708249
2.5392222,2.72855,3.0074408,0.49148592,0.32623917
2.994462,3.3282151,3.0820296,0.5,-0.26391932
3.257543,3.5175848,3.3712597,0.4852842,-0.16795935
1.0466552,0.65617394,1.2245754,0.040474955,0.6800713
3.032964,3.8239799,3.3849843,0.48954183,-0.51520747
0.8362916,0.8477396,0.6696159,0.009965042,-0.30873436
1.297355,1.7758207,1.5669298,0.072329134,-0.28240162
2.1006467,3.0589745,2.021691,0.31709942,-0.68601596
3.075128,3.7315297,3.367908,0.5,-0.40497681
2.6422913,2.5906453,2.3715544,0.5,-0.3028518
0.937278,1.0362587,0.6244798,0.025230816,-0.7206913
1.2044418,0.8462435,1.209634,0.04786602,0.49972942
2.6422281,3.696703,2.1866162,0.5,-0.7004673
0.90838647,1.2888403,1.0099977,8.854112e-05,-0.48214835
1.6085892,1.1740717,0.6029903,0.13958777,-0.6797552
2.509936,2.307397,2.5577817,0.5,0.3416431
2.6547856,2.7365816,2.1079512,0.5,-0.6741659
1.7951721,2.5963972,1.9203641,0.20016816,-0.6794522
0.9866867,1.0864145,1.2235738,0.027477058,0.25513172
2.4136407,2.8703659,2.7983022,0.47847503,-0.07885103
2.6582823,2.4166746,3.341062,0.48834246,0.73517793
2.6465328,3.152624,3.0811536,0.5,-0.0910469
2.3038743,3.1040764,2.6223814,0.42688844,-0.57525694
2.2536387,2.7918391,2.6666033,0.41929796,-0.151466
2.3574991,1.3374205,2.304376,0.43941462,0.6712829
2.7843456,2.9184265,3.4703577,0.49702018,0.64651775
3.3255093,2.9726315,3.5159187,0.5,0.6108427
1.2134578,1.7656133,1.4164898,0.041263457,-0.48372483
3.0254292,3.1766376,2.5336804,0.5,-0.6960675
2.519643,3.5995235,2.947447,0.49214062,-0.7010903
0.8258995,0.8888747,1.1756302,0.013138452,0.50464803
0.84889495,1.0489124,1.3886722,0.021766054,0.59639174
2.146401,2.2651362,1.6453116,0.35610858,-0.6908073
0.8481037,1.3809545,1.4485784,0.013047876,0.14534277
1.8195975,0.41633147,1.9580505,0.21595918,0.7251115
2.618676,2.3559535,2.3735363,0.49051738,-0.012279266
2.4631805,2.378012,0.39913657,0.4762885,-0.68351704
2.6739333,3.1119199,2.3805313,0.49720842,-0.7394928
0.7549565,1.4679388,1.1519885,0.00975855,-0.64346194
2.8389897,2.9535031,2.8261883,0.5,-0.12363934
3.5430787,4.0415034,3.7211714,0.5,-0.38075152
2.0321922,2.4774659,1.9689656,0.2900802,-0.62568563
2.7350028,2.8253047,2.8128219,0.5,-0.016368208
3.0914094,3.307273,2.684886,0.5,-0.66136765
2.3863635,3.031098,1.6436498,0.45472005,-0.65730596
3.3861492,4.603707,0.4684095,0.49862882,-0.7090454
2.3564644,3.034925,2.6107335,0.44283035,-0.47874203
2.4885664,3.35423,4.1996517,0.47836435,0.71994567
1.9778919,0.5500126,2.2009175,0.25610524,0.70419693
2.673242,2.4881542,2.8307104,0.5,0.4267404
2.652399,3.1861403,2.6065104,0.5,-0.6702381
2.964668,3.9136682,3.4212067,0.48961338,-0.6096606
2.2417574,2.8283148,2.52576,0.39222476,-0.33620328
2.1510184,2.0967078,1.7083262,0.36846897,-0.45256746
2.868996,2.6994653,2.4946685,0.5,-0.2407456
3.385565,4.480834,3.0475817,0.49586284,-0.7292043
2.9840226,3.4024098,0.8045366,0.4961761,-0.6974216
3.6867216,4.0874953,3.969051,0.5,-0.119940035
1.1282957,1.3415471,1.393775,0.04351216,0.057396185
0.9635875,1.9053195,0.7735846,0.026327029,-0.6535315
3.0490384,3.6904812,2.6324477,0.5,-0.6874177
3.4834232,3.6215687,4.273574,0.4983629,0.7084429
3.3336084,3.99229,3.67077,0.49541438,-0.435586
0.937258,1.2326862,0.5853934,0.0052272673,-0.6862077
3.0842426,3.6685188,3.714051,0.5,0.035704162
2.7672427,3.6480348,0.3778729,0.49658713,-0.66516525
0.6091919,1.4766774,0.88685334,0.00011289814,-0.70112914
1.5300375,0.88213307,0.50279665,0.07509152,-0.45708066
1.6886356,2.1410265,1.2723694,0.16089474,-0.6424634
2.4246113,3.3143072,2.007195,0.47567102,-0.70027095
1.7493576,1.591349,1.2858388,0.19444546,-0.35736397
2.4061186,3.6550727,1.8983072,0.4628118,-0.70358866
3.0664344,3.5277257,3.53375,0.5,0.011676913
0.22161978,0.9704172,0.5568318,0.024678322,-0.71262085
1.6407672,2.252421,0.56481993,0.14519142,-0.6997844
1.9611259,1.4697853,1.2340978,0.27697498,-0.3000726
2.7618182,3.4383419,2.515575,0.5,-0.695908
2.8958912,3.3766103,3.613145,0.5,0.2681289
1.7718387,1.7164927,0.6332404,0.1795054,-0.6275866
2.1363769,3.118014,1.4387571,0.36818865,-0.6993421
1.8423724,1.1257122,1.9397246,0.228957,0.64814746
2.9185665,2.7586873,2.4223256,0.4951187,-0.4486299
2.7247403,3.6453984,3.6919103,0.5,0.037963092
2.5291176,3.2815728,2.7847974,0.49796292,-0.6515275
2.5133917,2.3835785,2.4731336,0.5,0.12759456
2.8176796,2.6357422,2.7666116,0.5,0.12331987
1.4632955,1.5286057,1.2973154,0.07001173,-0.2312486
2.2836144,2.6489804,2.2237148,0.41859385,-0.49372894
0.8035908,0.44001672,2.047727,0.0,0.6871785
2.5692663,2.768392,3.2032988,0.5,0.4774313
0.7947332,1.1395113,0.9119307,0.0017565602,-0.40703413
3.8497906,3.9033055,4.1336517,0.5,0.27421024
2.3611932,2.423302,2.1448052,0.4258448,-0.3310218
1.151502,0.82794917,0.75060683,0.040925775,-0.08828443
2.8330493,3.16884,1.3580179,0.5,-0.72612226
3.4376733,3.6927927,3.2302778,0.5,-0.593945
2.1261046,1.8863932,1.6769569,0.34167516,-0.24860847
3.4119015,3.830889,3.9858236,0.49532068,0.16353595
2.5010526,3.3659956,0.43697947,0.5,-0.7267804
4.0613894,4.4165998,3.351478,0.49004668,-0.7336417
0.81192434,1.2175834,0.81357783,0.012644745,-0.7576763
1.8727534,2.5566237,1.9344263,0.22784291,-0.6918119
2.3769157,2.7288115,3.3518045,0.44665796,0.70552975
3.3813593,4.08548,3.617611,0.5,-0.56250924
0.91846913,0.21841353,0.96664757,0.030499808,0.6649492
2.6013706,2.496859,2.6644697,0.5,0.20415866
3.0599074,2.712983,2.007135,0.5,-0.74405974
2.4035616,3.40901,2.049731,0.45736146,-0.71028847
2.4491916,3.0586019,1.5424589,0.46986112,-0.71348757
0.6843597,0.2889128,1.7392422,0.0,0.694577
3.6627407,3.441511,3.4355478,0.5,-0.027173188
0.7956906,0.39842936,1.1985397,0.025499512,0.69854176
2.7097948,3.1200547,0.4289579,0.49223167,-0.70563996
2.893565,3.2057638,2.77862,0.496505,-0.5185565
2.5752478,2.604543,0.80085164,0.5,-0.7049192
1.8411628,1.6686571,2.1808555,0.22278634,0.62712693
2.0210083,2.2703235,1.9735334,0.2941467,-0.39162746
2.9131274,4.3995647,2.6346564,0.5,-0.6712715
2.1346345,2.201468,1.1617196,0.34815744,-0.75337696
1.3311194,2.1826978,2.5042624,0.06305124,0.5061964
2.8605611,2.9732194,2.6375234,0.4811544,-0.4478659
2.0919926,2.7463803,1.8968446,0.3415237,-0.72083956
2.940968,0.67973506,2.7350624,0.47768384,0.71225125
2.4845374,2.698035,3.2767377,0.480589,0.6625095
2.4452815,3.0365136,0.43997443,0.48054877,-0.7295105
2.6849108,0.61636424,2.484696,0.4958822,0.67889607
1.8970759,2.2612708,2.065461,0.22775616,-0.23938048
2.0876238,2.2802594,2.7971272,0.33628398,0.6118122
2.4171064,2.9849508,2.5504534,0.46252507,-0.5493678
1.971856,2.9684732,2.038596,0.28052998,-0.69705147
3.077837,0.70465225,3.0181653,0.5,0.6983086
2.4352963,2.0298028,2.2522054,0.47991222,0.27887756
1.7145913,2.6610506,2.7393224,0.17187826,0.09047656
0.81856686,0.863378,0.46799624,0.0032350717,-0.7284131
2.6372366,3.5349743,2.989368,0.5,-0.5933572
0.8607924,0.8898813,0.7370215,0.024407161,-0.22695078
2.797816,2.8351667,3.1737309,0.47652486,0.33010727
2.9199276,3.698489,3.0006778,0.4985279,-0.73836094
4.0501895,4.6835804,4.2595987,0.48656747,-0.5099512
3.2993329,2.9933019,3.4306185,0.5,0.5458317
0.726812,0.7307791,0.24971646,0.0,-0.7281771
2.4197605,2.3149426,2.4380167,0.470274,0.09065482
1.2462931,1.8048767,0.3704393,0.07151191,-0.7141366
2.9003642,3.2104626,3.120915,0.5,-0.116609044
1.1572691,1.3662806,0.27993938,0.037432715,-0.668898
1.1158928,1.1577225,1.0961839,0.03958964,-0.09462604
1.8748871,1.260555,1.9275442,0.23493919,0.7020532
2.204157,2.2172976,2.412222,0.36160156,0.20455432
2.1981976,2.8796992,1.1733134,0.37796298,-0.775259
2.4206645,2.850527,2.28594,0.4658973,-0.6522384
1.4053956,1.2452948,1.6206697,0.06986387,0.4820041
3.1874926,4.005114,4.0839057,0.47539404,0.05931977
2.8844614,3.2763984,4.26037,0.5,0.7104834
1.6941704,2.30596,2.7807634,0.15910673,0.55796134
2.66931,0.80076677,2.2977107,0.49474666,0.6853933
0.7078317,1.8688128,1.0657384,0.008770589,-0.68600535
3.3406603,0.65088713,4.072404,0.5,0.6594892
3.6094675,4.6476283,3.9756565,0.48232436,-0.6882656
0.750046,0.59703326,0.8545868,0.0066920444,0.42235726
2.02739,1.3970606,0.33762518,0.3073391,-0.6882931
2.15122,1.9575909,2.559787,0.35202786,0.67607194
2.3836663,3.139368,2.1345816,0.45517373,-0.7630077
2.5118027,2.1659255,2.7838624,0.49587613,0.6795743
3.3840628,4.4110765,2.927493,0.48993373,-0.73766357
1.2204406,1.0718831,2.464424,0.070438735,0.66287076
3.2344174,3.6340754,3.1110055,0.4976823,-0.63926524
0.87255394,1.3397222,1.324094,0.010668818,-0.049114242
0.7916675,0.94242114,1.0104015,0.0,0.113800995
1.0668525,1.1771646,0.4906557,0.027703231,-0.67967623
2.5997784,2.3774536,3.1151774,0.5,0.7587109
1.8715806,3.0968516,2.6001089,0.23328325,-0.5640889
2.7379007,3.3489907,3.0046499,0.49281722,-0.4152664
3.0716074,2.564857,3.6581976,0.5,0.6636174
2.952939,2.5539522,3.2648659,0.48845625,0.7253033
2.9095898,3.4070575,2.3794794,0.5,-0.775214
1.4566613,1.7322325,1.6273007,0.096900605,-0.1280853
3.3991964,2.8004932,0.5948202,0.49714926,-0.67866975
1.5907822,3.2262712,0.5924772,0.12757556,-0.70710295
2.4813004,1.411361,0.6523343,0.5,-0.66694546
3.0350614,3.025724,3.1978128,0.5,0.236148
1.1228431,1.3667365,1.4968545,0.034384716,0.20428373
1.8650365,1.7815216,2.08311,0.22882923,0.3847382
1.3741728,2.1045449,1.2715695,0.06425889,-0.7140303
0.73511356,1.2774435,1.5421299,0.0,0.50235766
2.8773441,3.227813,3.4078248,0.4882355,0.20273757
1.9377395,2.1751697,3.0530267,0.2595757,0.72750545
2.8818882,3.3724928,2.9712245,0.49764568,-0.5018768
1.7082934,1.844859,1.5245161,0.16194521,-0.39311865
2.9709065,2.488827,0.6788807,0.5,-0.68928516
2.0827227,2.8067074,0.7430076,0.32887286,-0.6774148
0.7803559,1.8864385,1.1414325,0.015052882,-0.69798726
1.251072,1.6036034,1.8337152,0.05687337,0.2895869
0.98496157,1.2664732,1.9450406,0.027824389,0.6714687
2.7605872,2.9432633,3.016578,0.5,0.12291188
2.2882068,1.822915,2.0518823,0.4049991,0.27196372
0.83686525,0.797175,1.4510436,0.0055310046,0.70412
3.9343941,4.5079145,3.9660082,0.5,-0.6314748
3.0537944,3.4857476,2.348171,0.49418843,-0.6765722
2.5910368,3.7001798,3.474485,0.5,-0.31694487
2.1152809,2.7237604,1.6856359,0.32927182,-0.69666463
2.2406876,0.7935996,2.035841,0.38219622,0.6679347
2.9778938,3.5693674,3.601683,0.49488926,0.056086265
2.0566075,0.7023178,1.2491122,0.30770415,0.71362484
2.6293752,2.0640905,2.8113198,0.49774972,0.72201234
3.442545,4.3331375,3.7909944,0.5,-0.6440736
2.6989064,3.2415729,3.394307,0.4990327,0.1742962
1.964963,3.6981683,2.4631536,0.2735242,-0.71667784
0.9321797,0.978396,1.5405993,0.020737913,0.6895411
3.6085699,0.58464944,4.269347,0.49091116,0.66815174
2.9397655,2.7411602,3.8721826,0.49077842,0.7006905
0.81670237,0.6202485,0.7866854,0.0,0.3052446
2.4472206,3.870157,2.1370375,0.48290825,-0.66824406
0.8267585,0.2,1.0167679,0.009457919,0.75048786
2.3340583,2.5477943,2.844291,0.4366716,0.34724203
